,Age,Gender,Weight,Daily Water Intake,Physical Activity Level,Weather,Hydration Level
3729,54,Male,89,2.16,Low,Normal,Poor
3730,20,Female,47,1.83,Low,Normal,Good
3731,59,Male,84,1.94,Moderate,Cold,Poor
3732,41,Female,61,2.0,Low,Normal,Good
3733,19,Male,88,3.15,Moderate,Normal,Good
3734,19,Male,65,2.57,High,Cold,Good
3735,52,Male,73,2.98,High,Normal,Good
3736,54,Female,67,2.22,Moderate,Normal,Good
3737,29,Female,92,3.48,High,Normal,Good
3738,41,Female,91,4.17,High,Normal,Good
3739,56,Male,50,1.76,Moderate,Normal,Good
3740,27,Male,80,3.16,High,Normal,Good
3741,58,Male,86,2.53,High,Cold,Poor
3742,44,Female,77,2.52,Low,Normal,Good
3743,46,Male,70,2.72,Low,Hot,Good
3744,53,Male,46,2.53,High,Normal,Good
3745,47,Male,71,2.64,Moderate,Normal,Good
3746,67,Male,67,3.13,Moderate,Hot,Good
3747,21,Male,58,2.06,Low,Normal,Good
3748,30,Female,47,1.5,Low,Cold,Good
3749,35,Female,91,3.81,Moderate,Hot,Good
3750,43,Female,68,3.71,Moderate,Hot,Good
3751,31,Male,57,2.53,High,Normal,Good
3752,31,Male,70,2.15,Low,Normal,Good
3753,57,Female,80,1.5,Low,Cold,Poor
3754,18,Female,77,1.71,Low,Cold,Poor
3755,69,Female,96,2.95,Moderate,Cold,Good
3756,44,Male,58,1.61,Moderate,Cold,Poor
3757,63,Male,54,2.32,High,Normal,Good
3758,63,Female,62,2.98,High,Hot,Good
3759,34,Female,102,3.24,Moderate,Cold,Good
3760,54,Female,50,1.92,High,Normal,Good
3761,53,Female,69,2.69,High,Cold,Good
3762,31,Male,73,3.41,Moderate,Hot,Good
3763,65,Female,49,1.63,High,Cold,Good
3764,22,Female,101,3.11,Low,Normal,Good
3765,33,Female,104,3.58,Moderate,Normal,Good
3766,28,Male,47,2.45,Low,Hot,Good
3767,54,Female,50,1.5,Moderate,Cold,Good
3768,33,Female,87,2.63,Moderate,Normal,Good
3769,20,Male,82,3.69,High,Hot,Good
3770,61,Female,107,3.6,Moderate,Normal,Good
3771,31,Female,81,3.28,High,Cold,Good
3772,19,Male,88,2.92,Moderate,Cold,Good
3773,55,Male,106,4.37,High,Normal,Good
3774,33,Male,53,1.67,Low,Normal,Good
3775,26,Female,103,3.94,Moderate,Hot,Good
3776,29,Male,85,2.78,Low,Normal,Good
3777,28,Male,55,2.97,High,Normal,Good
3778,49,Female,50,1.5,Low,Cold,Good
3779,56,Female,78,2.42,Low,Hot,Good
3780,36,Male,75,1.96,Low,Cold,Poor
3781,31,Female,81,2.32,Low,Normal,Poor
3782,37,Female,94,4.79,High,Hot,Good
3783,53,Male,71,1.5,Low,Cold,Poor
3784,18,Female,61,2.41,High,Normal,Good
3785,37,Female,89,4.45,High,Hot,Good
3786,49,Female,89,2.36,Low,Cold,Poor
3787,37,Female,82,3.03,Moderate,Cold,Good
3788,22,Female,107,3.35,Moderate,Normal,Good
3789,18,Male,68,2.37,High,Cold,Good
3790,31,Male,69,2.36,Low,Normal,Good
3791,24,Female,57,1.9,Low,Cold,Good
3792,60,Female,101,3.54,Moderate,Hot,Good
3793,31,Male,71,2.62,High,Cold,Good
3794,54,Male,69,3.43,High,Hot,Good
3795,21,Male,60,1.99,Low,Cold,Good
3796,46,Female,95,3.33,Moderate,Normal,Good
3797,61,Male,60,3.06,High,Hot,Good
3798,19,Male,100,2.45,Low,Cold,Poor
3799,45,Male,109,4.57,Moderate,Hot,Good
3800,39,Female,57,2.6,Moderate,Normal,Good
3801,58,Male,108,3.45,Moderate,Cold,Good
3802,68,Male,102,3.67,High,Normal,Good
3803,59,Male,107,3.23,Low,Hot,Good
3804,18,Male,99,3.56,Moderate,Normal,Good
3805,67,Female,70,1.56,Moderate,Cold,Poor
3806,24,Female,90,2.76,Low,Cold,Good
3807,55,Male,65,1.73,Moderate,Normal,Poor
3808,25,Male,77,2.07,Low,Cold,Poor
3809,23,Male,81,3.06,Low,Hot,Good
3810,25,Female,57,1.5,Low,Normal,Poor
3811,45,Male,102,3.08,Low,Normal,Good
3812,36,Male,82,2.17,Low,Normal,Poor
3813,19,Male,69,2.99,High,Normal,Good
3814,28,Female,77,2.54,Low,Normal,Good
3815,47,Male,78,3.1,Low,Hot,Good
3816,39,Male,92,3.01,Low,Hot,Good
3817,33,Male,57,2.8,High,Cold,Good
3818,69,Female,83,2.57,High,Cold,Good
3819,40,Female,92,3.98,High,Normal,Good
3820,31,Female,100,4.01,High,Cold,Good
3821,45,Female,96,4.18,High,Hot,Good
3822,46,Female,53,2.01,Low,Hot,Good
3823,58,Female,80,2.71,High,Cold,Good
3824,31,Male,95,2.96,Moderate,Cold,Good
3825,49,Female,101,3.23,High,Cold,Good
3826,33,Female,106,3.41,Low,Hot,Good
3827,40,Male,61,1.5,Low,Cold,Poor
3828,25,Female,74,2.87,Low,Hot,Good
3829,51,Female,66,1.83,Low,Cold,Poor
3830,32,Male,92,3.74,Moderate,Hot,Good
3831,38,Male,84,3.04,Moderate,Normal,Good
3832,44,Male,60,2.45,High,Cold,Good
3833,64,Male,45,2.59,Moderate,Hot,Good
3834,48,Male,80,2.42,Low,Cold,Good
3835,50,Female,67,2.66,Moderate,Cold,Good
3836,40,Female,74,2.54,Moderate,Cold,Good
3837,33,Female,83,4.51,High,Hot,Good
3838,31,Male,56,2.43,Moderate,Hot,Good
3839,41,Female,57,2.2,High,Cold,Good
3840,32,Male,100,4.03,Moderate,Hot,Good
3841,51,Male,72,2.83,High,Normal,Good
3842,64,Female,70,2.03,Moderate,Cold,Poor
3843,43,Male,105,4.15,Low,Hot,Good
3844,58,Male,96,3.76,High,Cold,Good
3845,35,Male,93,3.26,Moderate,Cold,Good
3846,27,Female,68,2.73,Low,Hot,Good
3847,45,Male,105,3.65,High,Cold,Good
3848,67,Male,87,2.84,Moderate,Cold,Good
3849,32,Female,81,3.77,High,Normal,Good
3850,51,Male,79,2.66,High,Cold,Good
3851,39,Female,75,3.07,High,Cold,Good
3852,36,Male,68,2.84,High,Cold,Good
3853,45,Female,98,3.55,Moderate,Cold,Good
3854,36,Male,92,2.48,Low,Normal,Poor
3855,64,Female,91,1.66,Low,Cold,Poor
3856,63,Male,79,3.1,Moderate,Hot,Good
3857,59,Female,73,3.0,High,Cold,Good
3858,34,Female,58,1.84,Low,Cold,Good
3859,67,Male,101,3.33,High,Cold,Good
3860,57,Male,83,2.26,Moderate,Cold,Poor
3861,53,Male,81,2.24,Low,Cold,Poor
3862,44,Female,75,2.07,Low,Normal,Poor
3863,55,Female,88,3.59,High,Hot,Good
3864,28,Male,66,3.21,High,Normal,Good
3865,25,Male,90,3.53,High,Normal,Good
3866,28,Female,75,2.76,High,Normal,Good
3867,55,Female,65,1.82,Low,Cold,Poor
3868,27,Female,70,2.35,Low,Normal,Good
3869,56,Female,52,1.5,Low,Normal,Poor
3870,51,Female,60,1.91,Low,Normal,Good
3871,40,Male,66,2.45,Low,Hot,Good
3872,66,Female,71,2.71,Moderate,Normal,Good
3873,62,Male,70,2.34,Low,Hot,Good
3874,60,Male,74,3.49,Moderate,Hot,Good
3875,55,Male,105,3.04,Low,Cold,Poor
3876,18,Female,90,3.76,High,Normal,Good
3877,25,Male,87,3.43,Low,Hot,Good
3878,25,Female,79,1.6,Low,Cold,Poor
3879,68,Female,48,1.5,Low,Cold,Good
3880,30,Female,95,4.95,High,Hot,Good
3881,54,Male,64,1.84,Moderate,Cold,Poor
3882,51,Male,98,4.37,High,Hot,Good
3883,34,Female,49,1.5,Low,Normal,Good
3884,67,Male,89,2.22,Low,Cold,Poor
3885,39,Male,57,2.45,Moderate,Normal,Good
3886,52,Male,91,3.45,High,Cold,Good
3887,62,Female,81,3.52,High,Hot,Good
3888,23,Female,58,1.5,Low,Cold,Poor
3889,68,Male,99,3.89,Moderate,Hot,Good
3890,51,Male,71,2.61,Low,Hot,Good
3891,64,Female,46,2.87,High,Hot,Good
3892,42,Male,104,3.98,High,Cold,Good
3893,32,Male,58,2.66,High,Normal,Good
3894,23,Male,62,1.5,Low,Normal,Poor
3895,34,Female,84,3.53,Moderate,Hot,Good
3896,49,Male,71,3.46,High,Normal,Good
3897,50,Female,107,3.5,Moderate,Cold,Good
3898,34,Male,93,2.56,Low,Normal,Poor
3899,35,Female,67,2.13,Low,Normal,Good
3900,30,Male,67,1.55,Low,Cold,Poor
3901,37,Male,96,3.42,Moderate,Normal,Good
3902,52,Female,78,2.41,Low,Hot,Good
3903,34,Female,89,2.21,Low,Normal,Poor
3904,40,Female,59,2.46,High,Cold,Good
3905,31,Male,83,3.16,Moderate,Normal,Good
3906,23,Female,103,3.68,High,Normal,Good
3907,57,Male,71,3.02,Low,Hot,Good
3908,33,Female,83,2.33,Low,Cold,Poor
3909,60,Female,57,1.5,Low,Normal,Poor
3910,19,Male,100,4.1,High,Normal,Good
3911,45,Female,108,4.73,High,Normal,Good
3912,58,Male,85,1.99,Moderate,Cold,Poor
3913,21,Female,101,2.85,Moderate,Cold,Poor
3914,37,Female,90,2.77,Low,Normal,Good
3915,41,Female,51,1.5,Moderate,Cold,Poor
3916,25,Male,99,4.04,High,Cold,Good
3917,30,Male,64,2.4,Moderate,Cold,Good
3918,67,Female,71,3.18,High,Normal,Good
3919,69,Female,65,3.24,Moderate,Hot,Good
3920,32,Male,97,3.39,High,Cold,Good
3921,69,Male,72,2.48,Low,Hot,Good
3922,33,Male,79,3.27,Moderate,Normal,Good
3923,52,Female,96,4.09,Moderate,Hot,Good
3924,35,Female,56,2.79,Moderate,Hot,Good
3925,39,Female,93,2.91,Moderate,Cold,Good
3926,18,Female,108,3.31,Low,Cold,Good
3927,42,Male,95,4.11,High,Hot,Good
3928,67,Female,82,4.09,High,Hot,Good
3929,68,Female,83,2.73,Moderate,Normal,Good
3930,34,Male,51,2.12,Moderate,Cold,Good
3931,56,Female,79,2.42,Low,Normal,Good
3932,53,Male,108,2.81,Moderate,Cold,Poor
3933,58,Male,57,3.24,High,Hot,Good
3934,65,Female,109,2.19,Low,Cold,Poor
3935,25,Female,92,3.92,Moderate,Hot,Good
3936,69,Male,97,3.8,High,Cold,Good
3937,44,Female,63,2.83,Moderate,Hot,Good
3938,67,Female,95,3.15,Moderate,Normal,Good
3939,57,Male,95,2.87,Moderate,Normal,Good
3940,22,Male,85,3.97,Moderate,Hot,Good
3941,33,Female,96,3.06,Low,Cold,Good
3942,55,Male,91,2.75,High,Cold,Good
3943,19,Male,106,3.16,Low,Cold,Poor
3944,55,Female,77,3.42,Moderate,Hot,Good
3945,32,Male,67,1.99,Moderate,Cold,Poor
3946,54,Female,89,2.94,Moderate,Cold,Good
3947,46,Male,46,1.5,Low,Cold,Good
3948,67,Male,109,3.93,Moderate,Hot,Good
3949,69,Female,81,2.72,Moderate,Normal,Good
3950,64,Male,50,1.67,Low,Normal,Good
3951,61,Female,62,2.68,Moderate,Hot,Good
3952,42,Male,71,2.69,Low,Hot,Good
3953,59,Male,73,3.1,Moderate,Hot,Good
3954,60,Female,80,3.33,High,Normal,Good
3955,42,Male,75,2.58,High,Cold,Good
3956,27,Male,81,2.23,Moderate,Cold,Poor
3957,58,Male,68,1.5,Moderate,Cold,Poor
3958,59,Female,104,3.69,Low,Hot,Good
3959,47,Female,66,2.36,Low,Hot,Good
3960,60,Female,57,1.5,Low,Cold,Poor
3961,50,Male,89,3.11,Low,Normal,Good
3962,23,Male,64,2.16,High,Cold,Good
3963,54,Male,56,2.53,Moderate,Hot,Good
3964,45,Female,86,3.06,Moderate,Cold,Good
3965,22,Male,71,3.37,High,Hot,Good
3966,44,Female,93,2.82,Low,Cold,Good
3967,18,Male,102,3.93,High,Normal,Good
3968,34,Male,70,2.43,Low,Normal,Good
3969,30,Female,77,2.62,High,Cold,Good
3970,22,Male,50,2.8,High,Hot,Good
3971,47,Male,98,3.0,Moderate,Normal,Good
3972,48,Male,50,1.88,Low,Normal,Good
3973,29,Female,97,5.09,High,Hot,Good
3974,53,Male,61,1.5,Low,Cold,Poor
3975,39,Male,51,2.47,High,Cold,Good
3976,28,Female,68,1.82,Low,Normal,Poor
3977,47,Female,105,3.57,Moderate,Cold,Good
3978,35,Female,95,3.29,High,Cold,Good
3979,30,Male,56,2.18,High,Cold,Good
3980,66,Female,92,3.21,Moderate,Hot,Good
3981,57,Male,68,2.22,Moderate,Normal,Good
3982,61,Male,77,1.9,Moderate,Cold,Poor
3983,66,Male,93,3.28,Moderate,Normal,Good
3984,56,Male,109,3.2,Moderate,Normal,Poor
3985,32,Female,65,2.44,Low,Hot,Good
3986,30,Female,68,2.07,Moderate,Cold,Good
3987,36,Male,69,3.52,High,Hot,Good
3988,23,Male,74,2.82,High,Cold,Good
3989,47,Male,85,3.39,Moderate,Hot,Good
3990,53,Male,108,3.12,Low,Cold,Poor
3991,33,Female,58,2.43,Low,Hot,Good
3992,65,Female,109,2.86,Low,Cold,Poor
3993,31,Male,84,3.49,High,Normal,Good
3994,42,Female,47,1.5,Low,Cold,Good
3995,43,Male,84,2.32,Moderate,Cold,Poor
3996,21,Male,51,1.61,Low,Cold,Good
3997,36,Female,79,2.44,Low,Cold,Good
3998,50,Male,82,2.61,Moderate,Cold,Good
3999,45,Male,82,2.97,Moderate,Cold,Good
4000,38,Female,50,2.5,High,Normal,Good
4001,32,Male,47,2.2,High,Cold,Good
4002,52,Male,58,2.69,High,Hot,Good
4003,21,Female,70,3.4,High,Normal,Good
4004,19,Female,61,1.89,Low,Cold,Good
4005,27,Male,87,2.7,Low,Cold,Good
4006,52,Male,104,3.39,Moderate,Normal,Good
4007,22,Male,62,2.53,Low,Hot,Good
4008,61,Male,95,3.26,Low,Hot,Good
4009,41,Female,68,2.17,Low,Normal,Good
4010,50,Female,82,3.44,Moderate,Hot,Good
4011,68,Male,103,3.14,Moderate,Cold,Good
4012,28,Male,67,2.08,Low,Normal,Good
4013,60,Female,84,1.87,Low,Normal,Poor
4014,64,Female,64,2.57,Moderate,Normal,Good
4015,18,Male,68,1.73,Low,Normal,Poor
4016,62,Female,46,1.5,Low,Cold,Good
4017,40,Female,80,2.46,Low,Normal,Good
4018,52,Male,82,3.14,High,Normal,Good
4019,27,Female,97,3.69,Moderate,Normal,Good
4020,55,Female,103,2.83,Low,Cold,Poor
4021,67,Male,48,1.68,Moderate,Cold,Good
4022,53,Female,89,4.07,Moderate,Hot,Good
4023,31,Male,55,3.34,Moderate,Hot,Good
4024,39,Female,58,2.97,High,Normal,Good
4025,56,Male,70,2.26,Moderate,Normal,Good
4026,56,Male,105,3.04,Low,Normal,Poor
4027,55,Female,103,3.84,High,Cold,Good
4028,51,Male,100,3.67,Moderate,Hot,Good
4029,44,Female,71,2.94,High,Cold,Good
4030,63,Male,85,2.3,Moderate,Normal,Poor
4031,39,Female,62,2.66,High,Cold,Good
4032,68,Female,83,2.79,Moderate,Cold,Good
4033,47,Female,98,3.01,Moderate,Cold,Good
4034,58,Female,53,2.91,High,Hot,Good
4035,54,Male,58,1.5,Low,Cold,Poor
4036,25,Male,83,3.51,High,Normal,Good
4037,20,Male,99,4.11,High,Cold,Good
4038,57,Female,77,2.61,High,Normal,Good
4039,36,Male,78,2.98,Low,Hot,Good
4040,64,Male,90,3.41,High,Cold,Good
4041,36,Male,95,2.81,Low,Normal,Poor
4042,43,Male,72,3.16,High,Normal,Good
4043,65,Female,63,2.54,Low,Hot,Good
4044,24,Male,73,3.8,High,Hot,Good
4045,22,Male,102,3.1,Low,Cold,Good
4046,29,Female,86,3.11,Moderate,Normal,Good
4047,35,Female,86,2.11,Low,Normal,Poor
4048,66,Female,60,1.64,Moderate,Normal,Poor
4049,44,Male,89,4.33,High,Hot,Good
4050,40,Female,103,3.38,Low,Normal,Good
4051,21,Male,98,3.18,Low,Normal,Good
4052,40,Male,104,4.59,Moderate,Hot,Good
4053,38,Female,99,2.81,Low,Cold,Poor
4054,42,Male,70,2.47,High,Cold,Good
4055,62,Male,83,2.52,Moderate,Normal,Good
4056,22,Male,100,2.76,Low,Cold,Poor
4057,23,Male,72,2.58,High,Cold,Good
4058,45,Male,84,2.32,Low,Cold,Poor
4059,44,Female,82,2.75,Low,Hot,Good
4060,38,Male,108,4.57,High,Normal,Good
4061,52,Female,47,2.26,Moderate,Hot,Good
4062,44,Male,74,1.95,Moderate,Cold,Poor
4063,38,Male,104,4.08,High,Cold,Good
4064,32,Male,62,1.5,Low,Cold,Poor
4065,65,Male,104,3.16,Moderate,Normal,Good
4066,58,Female,62,1.62,Low,Normal,Poor
4067,54,Female,104,3.12,Low,Hot,Good
4068,28,Male,45,2.87,High,Hot,Good
4069,38,Male,67,1.7,Low,Cold,Poor
4070,36,Male,99,4.61,High,Hot,Good
4071,69,Male,63,2.17,Moderate,Normal,Good
4072,44,Female,83,3.76,High,Hot,Good
4073,44,Female,90,2.76,Low,Cold,Good
4074,45,Male,94,3.44,High,Normal,Good
4075,52,Male,102,3.9,Low,Hot,Good
4076,39,Male,89,4.37,Moderate,Hot,Good
4077,69,Male,53,2.03,High,Cold,Good
4078,30,Male,66,2.27,Moderate,Cold,Good
4079,19,Male,58,2.4,High,Cold,Good
4080,51,Male,52,1.5,Moderate,Cold,Poor
4081,63,Female,87,2.99,Moderate,Cold,Good
4082,63,Female,92,2.25,Low,Normal,Poor
4083,48,Female,77,1.89,Low,Cold,Poor
4084,25,Male,46,2.63,Moderate,Hot,Good
4085,62,Female,81,1.95,Low,Normal,Poor
4086,34,Female,82,2.88,High,Cold,Good
4087,64,Male,50,1.5,Low,Cold,Good
4088,54,Male,79,2.91,High,Cold,Good
4089,26,Female,50,1.5,Low,Cold,Good
4090,39,Female,74,2.53,Moderate,Cold,Good
4091,19,Male,102,3.23,Moderate,Cold,Good
4092,62,Female,53,1.5,Low,Cold,Poor
4093,30,Female,94,2.42,Low,Cold,Poor
4094,51,Male,87,2.16,Low,Cold,Poor
4095,31,Male,98,4.39,Moderate,Hot,Good
4096,65,Female,99,3.71,High,Normal,Good
4097,36,Female,53,1.5,Low,Cold,Poor
4098,60,Female,96,2.98,Moderate,Normal,Good
4099,45,Male,80,3.31,Moderate,Normal,Good
4100,35,Female,79,2.43,Moderate,Cold,Good
4101,56,Male,52,1.83,Moderate,Normal,Good
4102,37,Male,59,2.67,High,Normal,Good
4103,34,Male,108,4.43,Moderate,Hot,Good
4104,63,Male,91,4.37,High,Hot,Good
4105,54,Male,60,1.5,Low,Cold,Poor
4106,69,Female,98,3.9,High,Normal,Good
4107,58,Male,80,1.57,Low,Cold,Poor
4108,18,Female,94,3.41,Moderate,Cold,Good
4109,25,Female,101,3.48,Low,Normal,Good
4110,45,Male,66,2.37,Low,Normal,Good
4111,36,Male,94,3.3,Low,Normal,Good
4112,51,Male,83,3.52,High,Normal,Good
4113,64,Female,51,2.43,Moderate,Hot,Good
4114,64,Male,96,3.26,High,Normal,Good
4115,32,Female,68,3.69,High,Hot,Good
4116,43,Female,54,1.55,Low,Cold,Poor
4117,31,Female,46,3.29,High,Hot,Good
4118,44,Female,92,4.22,High,Hot,Good
4119,26,Male,67,2.17,Moderate,Cold,Good
4120,26,Male,71,3.36,High,Normal,Good
4121,34,Female,87,4.56,High,Hot,Good
4122,45,Male,107,3.82,Moderate,Normal,Good
4123,56,Female,84,2.71,High,Cold,Good
4124,42,Female,103,3.44,Moderate,Normal,Good
4125,57,Male,106,3.81,Moderate,Hot,Good
4126,62,Female,62,1.5,Low,Cold,Poor
4127,59,Female,46,1.54,Low,Normal,Good
4128,31,Female,92,3.14,Low,Normal,Good
4129,29,Male,99,4.9,High,Hot,Good
4130,42,Female,48,1.5,Low,Normal,Good
4131,67,Female,47,1.78,High,Normal,Good
4132,24,Male,106,2.48,Low,Cold,Poor
4133,22,Female,63,3.72,High,Hot,Good
4134,51,Male,93,3.78,High,Hot,Good
4135,67,Female,91,3.25,High,Normal,Good
4136,58,Male,94,4.62,High,Hot,Good
4137,31,Male,58,2.73,Moderate,Hot,Good
4138,53,Female,48,1.5,Low,Normal,Good
4139,49,Male,109,2.86,Low,Normal,Poor
4140,37,Female,54,2.51,High,Cold,Good
4141,51,Female,105,3.92,Moderate,Hot,Good
4142,57,Female,109,3.15,Moderate,Normal,Poor
4143,21,Female,53,1.5,Low,Normal,Poor
4144,51,Male,67,2.02,Moderate,Cold,Good
4145,42,Female,101,2.44,Low,Cold,Poor
4146,41,Female,55,1.8,Moderate,Normal,Good
4147,34,Female,81,4.02,High,Hot,Good
4148,44,Male,52,1.5,Low,Normal,Poor
4149,57,Male,88,3.87,Moderate,Hot,Good
4150,65,Female,85,2.47,Moderate,Cold,Poor
4151,39,Male,86,2.89,Moderate,Cold,Good
4152,27,Male,73,2.17,Moderate,Cold,Poor
4153,34,Female,74,1.95,Moderate,Cold,Poor
4154,63,Female,63,1.5,Low,Normal,Poor
4155,34,Female,90,3.25,High,Normal,Good
4156,58,Female,108,3.17,Moderate,Normal,Poor
4157,36,Female,109,2.59,Low,Cold,Poor
4158,23,Male,70,2.02,Moderate,Cold,Poor
4159,49,Female,49,1.5,Low,Normal,Good
4160,29,Male,92,2.27,Low,Normal,Poor
4161,32,Female,105,4.1,Low,Hot,Good
4162,30,Male,88,2.34,Low,Normal,Poor
4163,48,Female,78,2.84,Moderate,Normal,Good
4164,20,Female,53,2.3,Moderate,Normal,Good
4165,42,Male,86,2.91,Moderate,Cold,Good
4166,26,Male,103,3.01,Low,Cold,Poor
4167,39,Male,73,3.48,High,Normal,Good
4168,22,Male,84,3.35,Moderate,Hot,Good
4169,59,Male,109,2.84,Low,Cold,Poor
4170,56,Male,104,3.58,Moderate,Normal,Good
4171,66,Female,66,2.23,Low,Hot,Good
4172,23,Male,76,2.85,High,Normal,Good
4173,27,Male,83,3.65,High,Normal,Good
4174,48,Female,56,3.05,High,Hot,Good
4175,33,Female,82,3.7,Moderate,Hot,Good
4176,69,Male,49,2.69,High,Hot,Good
4177,42,Female,79,3.13,High,Normal,Good
4178,54,Female,99,4.45,High,Hot,Good
4179,52,Male,108,2.57,Low,Cold,Poor
4180,51,Male,48,1.5,High,Cold,Good
4181,21,Male,64,1.55,Low,Normal,Poor
4182,33,Female,70,2.81,Low,Hot,Good
4183,21,Female,85,4.17,Moderate,Hot,Good
4184,58,Female,82,2.88,High,Cold,Good
4185,31,Male,65,1.51,Low,Normal,Poor
4186,54,Female,90,2.4,Low,Cold,Poor
4187,26,Female,51,2.42,Moderate,Normal,Good
4188,38,Female,59,2.25,Moderate,Normal,Good
4189,51,Male,45,2.35,High,Normal,Good
4190,66,Male,64,1.5,Low,Normal,Poor
4191,24,Female,94,4.2,Moderate,Hot,Good
4192,64,Male,58,3.35,High,Hot,Good
4193,58,Male,58,1.5,Low,Cold,Poor
4194,57,Female,49,2.15,Moderate,Hot,Good
4195,28,Male,49,2.38,High,Cold,Good
4196,49,Female,80,2.41,Low,Cold,Good
4197,39,Female,78,2.3,Low,Normal,Poor
4198,29,Male,100,3.01,Low,Normal,Good
4199,45,Female,62,1.81,Low,Cold,Poor
4200,31,Male,100,4.07,Moderate,Hot,Good
4201,35,Female,51,1.81,Moderate,Normal,Good
4202,27,Male,47,1.5,Low,Cold,Good
4203,61,Male,58,2.87,High,Normal,Good
4204,68,Male,62,1.5,Low,Cold,Poor
4205,69,Male,82,3.96,High,Hot,Good
4206,41,Male,88,3.6,High,Cold,Good
4207,21,Male,57,1.79,Moderate,Normal,Good
4208,62,Female,74,2.11,Low,Normal,Poor
4209,68,Female,92,3.49,High,Normal,Good
4210,58,Male,63,2.25,Moderate,Cold,Good
4211,36,Female,85,2.29,Low,Cold,Poor
4212,69,Male,48,2.25,High,Normal,Good
4213,22,Male,85,3.22,High,Cold,Good
4214,57,Male,105,3.28,High,Cold,Good
4215,28,Male,57,2.86,High,Normal,Good
4216,25,Female,69,2.96,Moderate,Normal,Good
4217,35,Male,88,3.38,Low,Hot,Good
4218,27,Male,94,3.66,Low,Hot,Good
4219,32,Male,60,2.47,Moderate,Cold,Good
4220,47,Female,75,2.48,High,Cold,Good
4221,30,Female,64,2.33,High,Cold,Good
4222,52,Male,67,2.33,Low,Hot,Good
4223,55,Male,105,2.88,Moderate,Normal,Poor
4224,20,Male,52,1.5,Low,Cold,Poor
4225,49,Male,51,1.5,Low,Cold,Poor
4226,23,Male,80,2.42,Moderate,Normal,Good
4227,59,Female,97,2.47,Low,Cold,Poor
4228,28,Male,93,4.44,Moderate,Hot,Good
4229,28,Female,94,3.37,Low,Hot,Good
4230,32,Female,75,2.62,Low,Hot,Good
4231,45,Male,69,2.26,Moderate,Normal,Good
4232,42,Female,45,1.75,Moderate,Normal,Good
4233,27,Male,86,2.34,Low,Cold,Poor
4234,53,Female,62,2.15,High,Cold,Good
4235,22,Male,64,2.32,Low,Normal,Good
4236,28,Male,106,4.06,High,Normal,Good
4237,49,Male,102,3.17,Low,Cold,Good
4238,55,Male,99,3.89,High,Normal,Good
4239,39,Male,66,3.59,High,Hot,Good
4240,34,Male,80,2.34,Low,Cold,Poor
4241,63,Female,96,2.1,Low,Cold,Poor
4242,31,Female,102,4.51,High,Hot,Good
4243,26,Male,65,4.03,High,Hot,Good
4244,47,Female,84,3.43,Moderate,Normal,Good
4245,48,Male,71,2.9,High,Cold,Good
4246,42,Male,49,1.5,Moderate,Cold,Good
4247,25,Male,53,1.76,Moderate,Normal,Good
4248,58,Male,51,1.79,High,Cold,Good
4249,64,Male,59,2.19,High,Cold,Good
4250,56,Female,50,2.99,High,Hot,Good
4251,45,Female,63,2.9,Moderate,Hot,Good
4252,48,Female,54,1.5,Low,Cold,Poor
4253,20,Male,106,3.56,Moderate,Cold,Good
4254,42,Male,64,1.86,Moderate,Cold,Poor
4255,39,Male,94,3.22,Moderate,Normal,Good
4256,56,Male,54,1.88,Moderate,Cold,Good
4257,69,Female,73,2.52,Moderate,Cold,Good
4258,27,Male,57,2.66,Moderate,Normal,Good
4259,67,Female,48,2.55,High,Normal,Good
4260,20,Male,97,2.68,Low,Cold,Poor
4261,18,Female,101,4.32,High,Hot,Good
4262,24,Female,63,2.08,Moderate,Cold,Good
4263,18,Male,83,2.01,Low,Normal,Poor
4264,43,Female,88,2.93,Low,Hot,Good
4265,30,Female,58,1.55,Low,Cold,Poor
4266,61,Male,82,3.43,Moderate,Hot,Good
4267,69,Female,107,3.73,Moderate,Hot,Good
4268,58,Female,78,2.0,Low,Normal,Poor
4269,61,Female,81,3.72,High,Hot,Good
4270,32,Male,76,1.95,Low,Normal,Poor
4271,35,Female,89,2.5,Moderate,Cold,Poor
4272,50,Male,49,1.77,Low,Normal,Good
4273,27,Male,80,2.32,Low,Normal,Poor
4274,57,Male,49,1.5,Moderate,Cold,Good
4275,34,Male,66,2.23,High,Cold,Good
4276,32,Male,69,2.35,Low,Hot,Good
4277,55,Male,76,2.04,Moderate,Cold,Poor
4278,61,Male,58,2.74,High,Normal,Good
4279,51,Female,80,2.15,Low,Normal,Poor
4280,24,Male,74,2.64,High,Cold,Good
4281,61,Male,79,2.6,Low,Hot,Good
4282,63,Male,100,4.52,High,Hot,Good
4283,40,Male,80,4.07,High,Hot,Good
4284,20,Male,63,2.34,Moderate,Normal,Good
4285,57,Female,51,2.52,High,Normal,Good
4286,31,Male,90,3.61,Moderate,Hot,Good
4287,32,Female,95,4.01,High,Cold,Good
4288,63,Male,52,1.5,Moderate,Normal,Poor
4289,68,Male,107,5.1,High,Hot,Good
4290,33,Male,68,3.01,High,Cold,Good
4291,48,Male,50,3.02,High,Hot,Good
4292,46,Male,47,1.63,High,Cold,Good
4293,67,Male,92,2.8,Moderate,Cold,Good
4294,27,Female,77,2.54,High,Cold,Good
4295,22,Female,56,2.45,Low,Hot,Good
4296,30,Female,68,3.17,High,Cold,Good
